Country,ISO3,Region,income category,HepBintroduced,HepBintroducedBirth,HepB3dose,HepBbirth,schedule,Type,PreU5EstPre,PreU5EstPreLowCI,PreU5EstPreHighCI,PreU5EstCar,PreU5EstCarLowCI,PreU5EstCarHighCI,PreGPEstPre,PreGPEstPreLowCI,PreGPEstPreHighCI,PreGPEstCar,PreGPEstCarLowCI,PreGPEstCarHighCI,PostU5EstPre,PostU5EstPreLowCI,PostU5EstPreHighCI,PostU5EstCar,PostU5EstCarLowCI,PostU5EstCarHighCI,PostGPEstPre,PostGPEstPreLowCI,PostGPEstPreHighCI,PostGPEstCar,PostGPEstCarLowCI,PostGPEstCarHighCI,NumCarPrevU5,NumCarPrevU5LowCI,NumCarPrevU5HighCI,NumCarPrevGP,NumCarPrevGPLowCI,NumCarPrevGPHighCI,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,U51990,U51995,U52000,U52005,U52010,U52015,births-1980-1985,births-1985-1990,births-1990-1995,births-1995-2000,births-2000-2005,births-2005-2010,births-2010-2015,InfMort1985-1990,InfMort1990-1995,InfMort1995-2000,InfMort2000-2005,InfMort2005-2010,InfMort2010-2015,UrbPop1990,UrbPop1995,UrbPop2000,UrbPop2005,UrbPop2010,UrbPop2015,Cov_HepB_BD_2015,Cov_HepB_BD_2014,Cov_HepB_BD_2013,Cov_HepB_BD_2012,Cov_HepB_BD_2011,Cov_HepB_BD_2010,Cov_HepB_BD_2009,Cov_HepB_BD_2008,Cov_HepB_BD_2007,Cov_HepB_BD_2006,Cov_HepB_BD_2005,Cov_HepB_BD_2004,Cov_HepB_BD_2003,Cov_HepB_BD_2002,Cov_HepB_BD_2001,Cov_HepB_BD_2000,Cov_HepB3_2015,Cov_HepB3_2014,Cov_HepB3_2013,Cov_HepB3_2012,Cov_HepB3_2011,Cov_HepB3_2010,Cov_HepB3_2009,Cov_HepB3_2008,Cov_HepB3_2007,Cov_HepB3_2006,Cov_HepB3_2005,Cov_HepB3_2004,Cov_HepB3_2003,Cov_HepB3_2002,Cov_HepB3_2001,Cov_HepB3_2000,Cov_HepB3_1999,Cov_HepB3_1998,Cov_HepB3_1997,Cov_HepB3_1996,Cov_HepB3_1995,Cov_HepB3_1994,Cov_HepB3_1993,Cov_HepB3_1992,Cov_HepB3_1991,Cov_HepB3_1990,PreU5EstPre-region,PreU5EstPreLowCI-region,PreU5EstPreHighCI-region,PreU5EstCar-region,PreU5EstCarLowCI-region,PreU5EstCarHighCI-region,PreGPEstPre-region,PreGPEstPreLowCI-region,PreGPEstPreHighCI-region,PreGPEstCar-region,PreGPEstCarLowCI-region,PreGPEstCarHighCI-region,PostU5EstPre-region,PostU5EstPreLowCI-region,PostU5EstPreHighCI-region,PostU5EstCar-region,PostU5EstCarLowCI-region,PostU5EstCarHighCI-region,PostGPEstPre-region,PostGPEstPreLowCI-region,PostGPEstPreHighCI-region,PostGPEstCar-region,PostGPEstCarLowCI-region,PostGPEstCarHighCI-region,NumCarPrevU5-region,NumCarPrevU5LowCI-region,NumCarPrevU5HighCI-region,NumCarPrevGP-region,NumCarPrevGPLowCI-region,NumCarPrevGPHighCI-region,PreU5EstPre-income,PreU5EstPreLowCI-income,PreU5EstPreHighCI-income,PreU5EstCar-income,PreU5EstCarLowCI-income,PreU5EstCarHighCI-income,PreGPEstPre-income,PreGPEstPreLowCI-income,PreGPEstPreHighCI-income,PreGPEstCar-income,PreGPEstCarLowCI-income,PreGPEstCarHighCI-income,PostU5EstPre-income,PostU5EstPreLowCI-income,PostU5EstPreHighCI-income,PostU5EstCar-income,PostU5EstCarLowCI-income,PostU5EstCarHighCI-income,PostGPEstPre-income,PostGPEstPreLowCI-income,PostGPEstPreHighCI-income,PostGPEstCar-income,PostGPEstCarLowCI-income,PostGPEstCarHighCI-income,NumCarPrevU5-income,NumCarPrevU5LowCI-income,NumCarPrevU5HighCI-income,NumCarPrevGP-income,NumCarPrevGPLowCI-income,NumCarPrevGPHighCI-income
Rwanda,RWA,AFRO,Low income,2001,2016,98,,"6, 10, 14 weeks;",DTwPHibHepB,6.3,3.4,10.8,106,58,183,6.2,3.5,10.6,725,401,1230,1.7,0.9,3.3,30,15,56,4.5,2.5,7.7,524,291,898,77,40,135,258,139,445,7235.798,7051.759,6701.851,6299.909,6005.095,5928.078,6115.168,6522.382,7059.813,7593.239,8025.703,8329.406,8536.205,8680.346,8818.438,8991.735,9206.58,9447.402,9708.169,9977.446,10246.842,10516.071,10788.853,11065.151,11345.357,11629.553,1417.859,743.245,1312.971,1454.303,1641.692,1734.543,1495.779,1659.069,1475.584,1457.805,1641.367,1773.548,1832.719,115.745,287.956,122.023,90.682,59.753,44.037,5.416,9.837,14.926,19.282,23.952,28.811,,,,,,,,,,,,,,,,,98,98,98,98,97,97,97,97,97,99,95,89,96,88,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Saudi Arabia,SAU,EMRO,High income,1989,2001,98,98,"Birth; 2, 4, 6 months;",HepB monovalent; DTaPHibHepIPV,3.3,2.6,4.2,103,80,132,3.3,2.6,4,1027,823,1251,0.3,0.2,0.4,10,6,14,2.1,1.7,2.5,646,519,791,94,72,120,398,312,498,16326.815,16867.829,17378.833,17859.75,18311.09,18735.841,19131.578,19505.576,19882.458,20294.406,20764.312,21303.592,21906.308,22556.425,23228.89,23905.654,24578.301,25252.569,25940.77,26661.492,27425.676,28238.02,29086.357,29944.476,30776.722,31557.144,2707.837,2749.881,2702.292,2745.367,2918.018,2960.321,2472.691,2813.399,2918.243,2766.902,2817.355,2990.136,3062.869,41.144,30.392,23.144,17.488,14.713,13.001,76.583,78.67,79.848,80.979,82.084,83.13,98,98,99,99,98,98,98,98,96,95,96,95,94,98,94,,98,98,98,98,98,98,98,98,96,96,97,96,95,97,95,93,92,95,91,92,93,94,93,89,86,66,4.6,3.5,6.1,3620,2743,4822,4.2,3.3,5.5,27016,21222,35614,1.6,1.2,2.1,1339,968,1817,3.3,2.6,4.3,21336,16831,27906,2277,1608,3202,8441,6394,11314,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Sudan,SDN,EMRO,Lower middle income,2004,2016,93,,"6, 10, 14 weeks;",DTwPHibHepB,9.4,7.4,12,557,441,711,9.3,7.6,11.4,3737,3054,4587,2.9,2,4,170,116,239,7.5,6.1,9.2,3001,2437,3714,385,293,506,1293,1021,1628,20147.59,20893.625,21701.476,22535.937,23347.885,24102.986,24786.19,25410.451,26003.542,26607.042,27250.535,27945.005,28679.565,29435.944,30186.341,30911.914,31607.064,32282.526,32955.496,33650.619,34385.963,35167.314,35990.192,36849.918,37737.913,38647.803,3533.681,4178.804,4665.118,5152.019,5529.78,5858.974,3507.517,3934.678,4602.168,5164.88,5629.123,5974.128,6274.213,84.101,79.938,70.129,61.808,53.686,48.74,28.61,32.232,32.495,32.76,33.08,33.806,,,,,,,,,,,,,,,,,93,94,93,92,93,75,72,78,78,60,22,,,,,,,,,,,,,,,,4.6,3.5,6.1,3620,2743,4822,4.2,3.3,5.5,27016,21222,35614,1.6,1.2,2.1,1339,968,1817,3.3,2.6,4.3,21336,16831,27906,2277,1608,3202,8441,6394,11314,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Senegal,SEN,AFRO,Low income,2003,2016,89,,"birth; 6, 10, 14 weeks;",HepB_Pediatric; DTwPHibHepB,11,8.7,13.5,286,225,352,10.9,9,13.2,1646,1359,1999,3.5,2.4,4.8,91,63,126,8.2,6.7,10,1237,1016,1512,194,144,254,607,480,763,7555.617,7789.653,8029.725,8272.17,8512.173,8746.606,8974.077,9196.528,9418.393,9645.957,9884.052,10134.497,10396.861,10670.99,10955.944,11251.266,11556.763,11873.557,12203.957,12550.917,12916.229,13300.91,13703.513,14120.32,14546.111,14976.994,1384.592,1536.684,1672.115,1870.068,2174.718,2492.79,1440.151,1557.047,1713.061,1865.987,2048.003,2325.519,2620.891,75.274,71.595,68.257,61.144,51.09,43.925,38.9,39.62,40.345,41.119,42.23,43.721,,,,,,,,,,,,,,,,,89,89,92,91,92,89,86,88,94,89,84,54,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Singapore,SGP,WPRO,High income,1989,2003,96,69,"birth; 1, 5-6 months;",HepB monovalent,3.6,2.8,4.6,10,8,12,3.6,2.9,4.4,201,160,247,0.5,0.3,0.7,1,1,2,2.6,2.1,3.2,146,117,179,8,6,11,57,44,74,3012.953,3096.57,3189.433,3287.588,3385.35,3478.779,3566.133,3649.135,3731.44,3818.462,3913.96,4018.779,4131.208,4249.295,4370.04,4491.042,4611.901,4732.528,4851.109,4965.518,5074.252,5176.017,5270.958,5360.837,5448.342,5535.262,228.252,298.517,255.543,258.523,261.464,263.914,217.499,254.074,285.5,264.163,236.671,241.287,246.427,5.474,4.642,4.08,2.505,2.161,2.067,100,100,100,100,100,100,69,69,68,67,68,68,70,71,73,74,76,99,97,,,,96,96,97,97,96,96,97,96,95,94,96,94,95,95,95,97,96,96,97,96,96,94,90,78,76,74,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Solomon Islands,SLB,WPRO,Lower middle income,1992,2001,98,65,"birth; 6, 10, 14 weeks;",HepB monovalent; DTwPHibHepB,17.8,14.3,21.8,15,12,18,17.6,14.6,21.2,103,85,124,2.9,2,4,2,2,3,10.9,9,13.2,63,53,77,12,10,15,43,35,52,311.84,320.753,329.953,339.456,349.225,359.225,369.469,379.947,390.643,401.538,412.609,423.853,435.262,446.769,458.324,469.885,481.422,492.94,504.477,516.079,527.79,539.614,551.531,563.513,575.504,587.482,53.142,58.988,64.817,72.336,79.65,82.681,53.14,59.78,65.092,70.035,77.389,84.574,85.826,89.843,77.888,63.647,49.896,38.715,30.038,13.677,14.664,15.813,17.832,20.048,22.329,65,62,58,59,61,62,71,80,83,81,80,78,76,73,99,,98,88,94,99,99,90,92,89,90,99,83,81,79,75,83,81,79,75,73,97,68,65,53,,,,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Sierra Leone,SLE,AFRO,Low income,2006,2016,86,,"6, 10, 14 weeks;",DTwPHibHepB,22.8,16.6,29.8,229,167,299,22.6,16.9,29.6,1458,1091,1910,8.2,5.2,12,82,52,121,18.6,13.8,24.7,1203,890,1592,146,102,197,516,381,683,4312.246,4337.239,4331.332,4307.299,4283.621,4274.819,4282.35,4305.455,4353.646,4437.803,4564.297,4739.147,4957.216,5199.549,5439.695,5658.379,5848.692,6015.417,6165.372,6310.26,6458.72,6611.692,6766.103,6922.079,7079.162,7237.025,772.241,753.592,810.096,991.441,1091.253,1135.223,855.894,952.118,1002.95,1017.506,1140.496,1266.388,1276.406,151.352,160.309,148.725,134.854,116.905,94.419,33.252,34.429,35.626,36.84,38.241,39.942,,,,,,,,,,,,,,,,,86,83,92,91,89,86,84,77,63,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
El Salvador,SLV,PAHO,Lower middle income,1998,2015,91,75,"birth; 2, 4, 6, 12 months; 1st contact; +2, +6 months;",HepB_Pediatric; DTwPHibHepB; HepB_Adult (health care workers and risk groups),2.2,0.2,24.4,12,1,127,2.3,0.2,24.2,139,13,1481,0.6,0.1,6.6,3,0,34,1.8,0.2,19.3,111,10,1181,9,1,92,35,3,357,5254.984,5326.657,5400.331,5474,5544.945,5611.115,5671.925,5727.755,5778.706,5825.187,5867.626,5905.962,5940.303,5971.535,6000.775,6028.961,6056.478,6083.475,6110.301,6137.276,6164.626,6192.56,6221.246,6250.777,6281.189,6312.478,744.433,774.721,749.442,650.074,604.173,580.055,840.581,819.002,822.192,782.925,673.626,622.297,594.742,60.576,41.126,29.112,23.599,20.724,17.029,49.233,53.967,58.912,61.648,64.286,66.726,75,,,,,,,,,,,,,,,,91,93,92,92,89,89,91,98,99,96,89,90,94,81,75,99,1,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
San Marino,SMR,EURO,High income,1995,2016,75,,"birth; 3, 5, 11 months; ",HepB_Pediatric (risk groups); DTaPHibHepIPV; HepB_Adult (risk groups),1,0,26.4,0,0,0,1,0,25.9,0,0,4,0.3,0,11.3,0,0,0,0.7,0,20,0,0,3,0,0,0,0,0,1,24.043,24.386,24.749,25.141,25.516,25.877,26.209,26.508,26.799,27.096,27.418,27.762,28.121,28.494,28.866,29.24,29.614,29.977,30.351,30.723,31.11,31.504,31.914,32.303,32.657,32.96,,,,,,,,,,,,,,,,,,,,90.4,91.664,93.44,94.019,94.086,94.19,,,,,,,,,,,,,,,,,75,80,69,96,86,78,92,87,92,95,95,97,96,95,95,94,97,,97,98,98,98,98,99,99,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Somalia,SOM,EMRO,Low income,2012,2016,42,,"6, 10, 14 weeks;",DTwPHibHepB,14.3,11.2,17.7,282,220,348,14.1,11.6,17.2,1525,1246,1855,10.5,8.3,13.1,208,164,258,13.5,11,16.4,1451,1190,1765,72,52,99,481,380,597,7397.347,7455.936,7488.544,7519.811,7583.954,7704.894,7892.389,8137.475,8422.372,8720.231,9011.479,9290.823,9564.167,9836.397,10116.228,10409.925,10718.317,11038.596,11369.276,11707.99,12053.223,12404.725,12763.776,13132.349,13513.125,13908.129,1367.782,1481.712,1804.782,2005.821,2282.392,2554.49,1458.23,1665.759,1869.581,2093.905,2305.377,2592.409,2880.066,123.193,129.508,105.114,96.985,89.765,79.458,29.658,31.425,33.247,35.156,37.259,39.551,,,,,,,,,,,,,,,,,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,4.6,3.5,6.1,3620,2743,4822,4.2,3.3,5.5,27016,21222,35614,1.6,1.2,2.1,1339,968,1817,3.3,2.6,4.3,21336,16831,27906,2277,1608,3202,8441,6394,11314,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Serbia,SRB,EURO,Upper middle income,2003,2004,94,99,birth; 4 weeks; 5 months; ,HepB_Pediatric; HepB_Adult (special risk group),1.1,0.8,1.6,5,3,7,1.1,0.8,1.5,99,70,135,0.1,0.1,0.2,0,0,1,1,0.7,1.3,86,61,118,5,3,7,15,10,22,9517.674,9602.941,9701.331,9795.554,9861.877,9884.147,9855.506,9783.393,9683.612,9579.314,9487.615,9413.418,9352.705,9302.869,9258.343,9214.986,9173.289,9135.214,9099.552,9064.756,9029.716,8993.746,8956.984,8920.215,8884.712,8851.28,731.949,667.418,598.344,533.213,488.317,467.96,791.654,750.811,672.733,621.309,554.486,496.331,476.043,22.364,17.155,16.11,14.137,12.445,9.772,50.393,51.844,53.188,54.526,55.208,55.553,99,99,99,99,99,99,99,99,99,98,98,98,,,,,94,92,91,97,94,89,93,93,99,93,65,89,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
South Sudan,SSD,AFRO,Low income,2014,2016,31,,"6, 10, 14 weeks;",DTwPHibHepB,22.6,17.9,27.9,442,349,545,22.4,18.2,26.9,2763,2240,3318,21.1,16.7,26.2,413,327,513,22.2,18,26.6,2734,2218,3286,28,20,38,712,573,880,5768.481,5705.378,5599.814,5490.915,5431.738,5459.519,5591.114,5814.006,6099.923,6405.864,6700.656,6974.442,7237.276,7501.642,7787.655,8108.877,8468.152,8856.8,9263.136,9670.667,10067.192,10448.857,10818.258,11177.49,11530.971,11882.136,1047.253,989.871,1194.049,1378.092,1657.58,1882.433,1206.904,1344.659,1307.696,1356.341,1537.632,1791.666,2045.635,149.778,129.863,113.85,101.371,89.096,77.658,13.276,15.873,16.504,17.154,17.855,18.804,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Sao Tome and Principe,STP,AFRO,Lower middle income,2002,2016,96,,"birth; 6, 10, 14 weeks;",HepB monovalent (HepB positive mothers); DTwPHibHepB,5,0.4,33.1,1,0,10,4.9,0.4,32.5,9,1,62,1.4,0.1,11.6,0,0,3,3.5,0.3,24.7,6,1,47,1,0,6,3,0,22,113.893,116.294,118.816,121.407,123.973,126.454,128.821,131.107,133.418,135.886,138.606,141.622,144.889,148.372,151.969,155.63,159.328,163.101,166.913,170.813,174.776,178.8,182.889,187.045,191.266,195.553,20.006,22.057,23.151,26.916,29.094,30.962,20.169,21.913,24.025,26.596,29.015,31.086,32.958,60.521,57.512,54.629,51.841,46.035,43.816,43.648,48.631,53.424,58.01,61.907,65.092,,,,,,,,,,,,,,,,,96,95,97,96,96,98,98,99,87,75,96,70,43,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Suriname,SUR,PAHO,Upper middle income,2004,2006,89,65,"birth; 2, 4, 6 months; 1st contact; +1, +5 months;",HepB_Pediatric; DTwPHibHepB; HepB_Adult (health care workers),2.1,0.2,18,1,0,9,2,0.2,18,11,1,99,0.4,0,3.8,0,0,2,1.7,0.2,14.9,9,1,82,1,0,7,3,0,23,407.472,415.216,422.763,430.039,437.037,443.724,450.036,455.954,461.56,467.003,472.39,477.74,483.044,488.332,493.63,498.946,504.307,509.705,515.148,520.619,526.103,531.589,537.077,542.54,547.928,553.208,52.157,54.304,53.393,51.509,50.043,50.219,53.89,55.053,56.797,55.645,53.901,52.01,51.387,40.208,34.628,28.673,24.161,22.15,17.372,65.706,66.076,66.444,66.682,66.344,66.043,65,64,45,51,46,41,36,69,67,64,,,,,,,89,85,86,84,86,86,87,84,84,84,83,,,,,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Slovakia,SVK,EURO,High income,1999,2016,96,,"birth; 2, 4, 10 months;",HepB monovalent (newborns of HBSaG positive mothers;); DTaPHibHepIPV,2.1,1.6,2.7,6,4,7,2.1,1.7,2.6,113,90,139,0.6,0.4,0.8,2,1,2,1.8,1.5,2.3,99,80,122,4,3,6,16,13,21,5288.454,5309.235,5329.033,5347.214,5362.896,5375.47,5384.788,5391.204,5395.254,5397.708,5399.211,5400.006,5400.154,5399.886,5399.419,5398.963,5398.541,5398.326,5398.856,5400.719,5404.294,5409.847,5417.07,5425.13,5432.841,5439.318,416.055,364.808,286.863,259.078,280.029,285.31,462.66,424.259,370.251,290.568,261.133,281.19,285.286,13.87,11.583,9.03,7.269,6.195,5.7,56.491,56.537,56.233,55.563,54.685,53.598,,,,,,,,,,,,,,,,,96,97,98,99,99,99,99,99,99,99,99,99,99,99,99,98,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Slovenia,SVN,EURO,High income,2015,2016,,,"5,5, 6 years;  ",HepB_Pediatric; HepAHepB (risk group); HepB_Adult (Health care workers and in case of epidemiological indication),1,0.1,8.4,1,0,9,1.1,0.2,8.3,22,3,172,1,0.1,8.4,1,0,9,1.1,0.2,8.3,22,3,172,0,0,0,2,0,15,2006.479,2007.884,2005.512,2000.768,1995.607,1991.472,1988.989,1987.955,1987.976,1988.318,1988.499,1988.349,1988.264,1988.965,1991.43,1996.281,2003.791,2013.539,2024.538,2035.424,2045.168,2053.436,2060.39,2066.119,2070.845,2074.788,122.921,99.576,90.456,88.126,104.739,108.976,141.71,125.641,100.099,91.065,87.58,102.713,108.008,10.239,7.336,4.914,4.031,3.197,2.508,50.38,50.616,50.752,50.501,50.04,49.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Sweden,SWE,EURO,High income,2010,2016,53,,"birth; 1 month; 3, 5, 12 months;","HepB_Pediatric (Children to HBsAg+ mothers (following doses are given as DTP-IPV-Hib-HepB at M3, M5 and M12)); DTaPHibHepIPV",0.7,0.5,0.9,4,3,5,0.7,0.5,0.9,64,48,85,0.3,0.2,0.5,2,1,3,0.6,0.5,0.9,62,46,83,2,1,3,9,6,12,8567.384,8625.137,8686.738,8746.776,8798.234,8836.42,8859.191,8868.853,8870.848,8873.1,8881.64,8897.793,8920.694,8951.422,8990.639,9038.623,9096.264,9163.243,9236.89,9313.478,9390.168,9465.892,9540.907,9615.247,9689.376,9763.565,553.121,594.427,463.548,491.224,555.835,587.405,471.925,548.445,589.201,459.153,483.913,547.326,573.474,6.11,5.11,3.574,3.23,2.569,2.377,83.1,83.824,84.026,84.319,85.056,85.815,,,,,,,,,,,,,,,,,53,53,53,53,42,,,,,,,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Swaziland,SWZ,AFRO,Lower middle income,1995,2016,98,,"6, 10, 14 weeks; 1st contact; +4, +4 weeks;",DTwPHibHepB; HepB monovalent (adults),3.1,0.2,24.9,5,0,43,3,0.2,24.7,38,3,318,0.9,0.1,8.3,1,0,14,2.1,0.2,18.3,26,2,235,4,0,30,14,1,115,861.373,885.623,906.034,924.025,941.774,960.792,981.764,1003.995,1026.009,1045.629,1061.468,1072.927,1080.93,1087.392,1095.053,1105.873,1120.514,1138.434,1158.897,1180.675,1202.843,1225.258,1248.158,1271.456,1295.097,1319.011,163.565,162.796,157.286,158.278,169.062,178.311,155.184,177.174,179.883,173.232,175.261,185.41,190.537,72.946,71.089,80.736,86.634,75.788,56.302,22.908,23.048,22.686,22.038,21.492,21.308,,,,,,,,,,,,,,,,,98,98,98,95,91,89,88,90,92,93,95,93,90,88,86,83,81,78,76,76,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
